id,title,category1,T5_rank,T5_S_scale,T5_S_score
20171194,"

জয়পুরহাটে ম্যাজিস্ট্রেট দেখে কমে গেল বেগুন ও আদার দাম
",অর্থনীতি,2.0,0.875,87.5
20170491,"

বায়তুল মোকাররমে মাসব্যাপী ইসলামী বইমেলা শুরু
",অর্থনীতি,2.0,0.875,87.5
20168527,"
	দ্য ইকোনমিস্টের  রিপোর্ট 
নিষেধাজ্ঞা সত্ত্বেও শক্ত অবস্থানে রাশিয়ার অর্থনীতি
",অর্থনীতি,2.0,0.875,87.5
20172941,"

আন্দোলনে নেসকোর ১২ শ' শ্রমিক-কর্মচারী, দুর্ভোগে গ্রাহক
",অর্থনীতি,2.0,0.875,87.5
20170174,"

আইসিবি অ্যাসেট ম্যানেজমেন্টে আন্তর্জাতিক নারী দিবস উদযাপন
",অর্থনীতি,2.0,0.875,87.5
20172994,"

চুয়াডাঙ্গায় মোটরসাইকেল থেকে পড়ে যুবক নিহত
",অর্থনীতি,2.0,0.875,87.5
20044700,তীব্র যানজট ভোগান্তি,অর্থনীতি,2.0,0.875,87.5
20172998,"

রমজানে ১ টাকা লাভে চাউল বিক্রি করছেন সাইফুল
",অর্থনীতি,2.0,0.875,87.5
20044698,লাগামহীন ইফতার দামে অস্বস্তি,অর্থনীতি,2.0,0.875,87.5
20173009,"

অস্ত্র আমদানি : ভারত ১, সৌদি ২, কাতার ৩
",অর্থনীতি,2.0,0.875,87.5
20173019,"

আজ থেকে নতুন সময়ে সরকারি অফিস-ব্যাংক-আদালত
",অর্থনীতি,2.0,0.875,87.5
20173033,"

উত্তরায় কাঁচাবাজারে ভয়াবহ আগুন নিয়ন্ত্রণে
",অর্থনীতি,2.0,0.875,87.5
20173039,"

প্রবাসী তিব্বত সরকারের জাতীয় অভ্যুত্থান দিবস উদযাপিত
",অর্থনীতি,2.0,0.875,87.5
20173053,"

পরিবহন ও যোগাযোগে ২.৯১ শতাংশ কমিয়েও সর্বোচ্চ বরাদ্দ
",অর্থনীতি,2.0,0.875,87.5
20173112,"

সিটি করপোরেশনগুলোর আইনি অসঙ্গতি দূর করা হবে : স্থানীয় সরকার মন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20173124,"

 ইউসিবিতে আন্তর্জাতিক নারী দিবস পালন
",অর্থনীতি,2.0,0.875,87.5
20051944,খেজুরের দাম বেঁধে দিল সরকার,অর্থনীতি,2.0,0.875,87.5
20044688,চুয়াডাঙ্গায় নিত্যপণ্যের দাম নিয়ন্ত্রণে বাজার তদারকি,অর্থনীতি,2.0,0.875,87.5
20173700,"

গাজায় ৪০ হাজার টন ত্রাণ পাঠিয়েছে তুরস্ক
",অর্থনীতি,2.0,0.875,87.5
20223803,রমজান মাসে সিএনজি স্টেশন বন্ধের নতুন সময় সূচি ঘোষণা,অর্থনীতি,2.0,0.875,87.5
20182971,"
রাজধানীতে সুলভমূল্যে মাছ গোশত  
সামান্য হলেও স্বস্তি দেবে
",অর্থনীতি,2.0,0.875,87.5
20044709,চাটমোহরে করিমনের চাপায় স্কুলছাত্রী নিহত,অর্থনীতি,2.0,0.875,87.5
20222864,"

মিরসরাইয়ে ৫০০ একর পতিত জমিতে তরমুজ চাষ
২০ কোটি টাকার উৎপাদনের আশা
",অর্থনীতি,2.0,0.875,87.5
20044710,‘বন্দরটি চালু হলে অর্থনৈতিক উন্নয়ন ঘটবে’,অর্থনীতি,2.0,0.875,87.5
20223805,"ভারত মহাসাগরে জলদস্যুর কবলে বাংলাদেশি জাহাজ, জিম্মি ২৩ নাবিক",অর্থনীতি,2.0,0.875,87.5
20171299,"

ব্যাংকগুলো ডিসেম্বর পর্যন্ত স্বেচ্ছায় একীভূত হতে পারবে, মার্চে সিদ্ধান্ত কেন্দ্রীয় ব্যাংকের
",অর্থনীতি,2.0,0.875,87.5
20171330,"

লেবুর দাম নিয়ে প্রশ্ন বাণিজ্য প্রতিমন্ত্রীরও
",অর্থনীতি,2.0,0.875,87.5
20171370,"

ধামরাইয়ে অটোরিকশার চাপায় প্রাণ গেল ৭ বছরের শিশুর
",অর্থনীতি,2.0,0.875,87.5
20171375,"

অনুদান পেতে আইওএম’র সাথে সরকারের চুক্তি স্বাক্ষরিত
",অর্থনীতি,2.0,0.875,87.5
20170138,"

এস্টারিকস জাতের আলু চাষে বেলালের বাজিমাত
",অর্থনীতি,2.0,0.875,87.5
20170125,"

কিশোরগঞ্জের অজপাড়াগাঁয়ে তৈরি হচ্ছে জামদানি শাড়ি
",অর্থনীতি,2.0,0.875,87.5
20044729,বড় ভাইয়ের মারধরে ছোট ভাই নিহত,অর্থনীতি,2.0,0.875,87.5
20171472,"

দ্বৈত কর এড়াতে বাংলাদেশ-নেদারল্যান্ডসের নতুন চুক্তি সই
",অর্থনীতি,2.0,0.875,87.5
20172913,"

এডিপির আকার কমল ১৮ হাজার কোটি টাকা
",অর্থনীতি,2.0,0.875,87.5
20171478,"

দ্বৈত কর এড়াতে বাংলাদেশ-নেদারল্যান্ডসের নতুন চুক্তি সই
",অর্থনীতি,2.0,0.875,87.5
20044725,সরাইলে ১৫৪ অবৈধ সংযোগ বিচ্ছিন্ন,অর্থনীতি,2.0,0.875,87.5
20051933,কুরিয়ার সার্ভিস নয় যেন মামলার হাট,অর্থনীতি,2.0,0.875,87.5
20044723,সিংড়ায় ট্রাক-ভ্যানের সংঘর্ষে নিহত ৩,অর্থনীতি,2.0,0.875,87.5
20171513,"

ইচ্ছাকৃত খেলাপিদের বিদেশ ভ্রমণে নিষেধাজ্ঞা, পাবেন না সম্মাননা  
",অর্থনীতি,2.0,0.875,87.5
20171533,"

ইউএসআইটিসির শুনানিতে তৈরি পোশাক শিল্পের অগ্রগতির কথা তুলে ধরেন বিজিএমইএ সভাপতি
",অর্থনীতি,2.0,0.875,87.5
20171547,"

গ্রাহকরা কীভাবে বুঝবেন কোন ব্যাংকের আর্থিক অবস্থা কেমন?
",অর্থনীতি,2.0,0.875,87.5
20044714,বিশ্বের শীর্ষ পর্যায়ের ৫৫ কোম্পানিকে আমন্ত্রণ,অর্থনীতি,2.0,0.875,87.5
20168602,"

 চুয়াডাঙ্গায় বাজার নিয়ন্ত্রণে  ডিসি-এসপির মনিটরিং
",অর্থনীতি,2.0,0.875,87.5
20223801,আউশের উৎপাদন বাড়াতে ৬৪ কোটি টাকার প্রণোদনা,অর্থনীতি,2.0,0.875,87.5
20051943,তানভীর-জেসমিনসহ ১৮ জনের মামলার রায় ১৯ মার্চ,আইন,3.0,0.75,75.0
20170426,"

রাজশাহীতে সনি হত্যা মামলায় তরুণ-তরুণীর যাবজ্জীবন
",আইন,3.0,0.75,75.0
20170407,"

অতিরিক্ত আইজিপি পদমর্যাদার পুলিশের ছয় কর্মকর্তার পদায়ন
",আইন,3.0,0.75,75.0
20170167,"

শিক্ষার আলো থেকে বঞ্চিত কোমলমতি শিশুরা
	রাঙ্গাবালীর বিচ্ছিন্ন চর কাশেমের জীবনচিত্র
",আইন,3.0,0.75,75.0
20170370,"

বরিশালের বিভিন্ন পার্ক থেকে শতাধিক ছাত্রছাত্রী আটক
",আইন,3.0,0.75,75.0
20168528,"

রমজানে আল-আকসায় মুসল্লিদের প্রবেশে বাধা ইসরাইলের
",আইন,3.0,0.75,75.0
20170229,"

চিকিৎসা অবহেলার ক্ষেত্রে মেডিক্যাল বোর্ড গঠন প্রশ্নে হাইকোর্টের রুল
",আইন,3.0,0.75,75.0
20170218,"

রমজানে স্কুল খোলা থাকা নিয়ে আপিল বিভাগে শুনানি আজ 
আদেশ স্থগিত করেনি চেম্বার আদালত
",আইন,3.0,0.75,75.0
20170208,"

প্রাথমিকে প্রতিবন্ধী কোটায় ১১৭ জনকে নিয়োগ প্রশ্নে হাইকোর্টের রুল 
",আইন,3.0,0.75,75.0
20223837,গাইবান্ধায় গ্রাম পুলিশদের পাঁচ দিনব্যাপী বিশেষ প্রশিক্ষণ,আইন,3.0,0.75,75.0
20168362,"

প্রশ্নোত্তর
",আইন,3.0,0.75,75.0
20171013,"

তাড়াশে ভুট্টা ক্ষেত থেকে নবজাতক উদ্ধার
",আইন,3.0,0.75,75.0
20170499,"
	আপিল বিভাগের আদেশ 
গ্রামীণ কল্যাণের কাছে ৬০০ কোটি টাকা দাবির রিট নিষ্পত্তির নির্দেশ
",আইন,3.0,0.75,75.0
20223821,অসহায় মানুষের মাঝে ইফতার বিতরণ কার্যক্রম শুরু করেছে পুনাক,আইন,3.0,0.75,75.0
20223817,ভারতে সিএএ কার্যকর হতেই বিক্ষোভে উত্তাল আসাম,আইন,3.0,0.75,75.0
20173577,"

ফরিদপুরে পদ্মা নদী থেকে অজ্ঞাত ব্যক্তির লাশ উদ্ধার
",আইন,3.0,0.75,75.0
20172963,"

বেইলি রোড ট্র্যাজেডি : ১১ দিন পর নাজমুলের লাশ হস্তান্তর
",আইন,3.0,0.75,75.0
20172932,"

সিংগাইরে কুরআন পোড়ানোর প্রতিবাদে বিক্ষোভ মিছিল ও সমাবেশ
",আইন,3.0,0.75,75.0
20172901,"

পরকীয়ার জেরে নারীকে হত্যা, মা-মেয়ে গ্রেফতার
",আইন,3.0,0.75,75.0
20171571,"

সিংগাইরে সকালে থানায় জিডি, সন্ধ্যায় লাশ উদ্ধার!
",আইন,3.0,0.75,75.0
20171462,"

সকল ধরনের চাঁদাবাজির বিরুদ্ধে কঠোর ব্যবস্থা নেয়া হবে : আইজিপি
",আইন,3.0,0.75,75.0
20171413,"

সিংগাইরে কহেল হত্যার ঘটনায় মামলা, ভাতিজা গ্রেফতার
",আইন,3.0,0.75,75.0
20171233,"

ঋণ জালিয়াতি : তানভীর মাহমুদসহ ১৮ জনের রায় ১৯ মার্চ
",আইন,3.0,0.75,75.0
20171228,"

কল্পনার মৃত্যুর কারণ জানা গেল ৩ বছর পর : শারীরিক সম্পর্কের পর হত্যা
",আইন,3.0,0.75,75.0
20171215,"

গাজীপুরে আসামি গ্রেফতারে সহযোগিতা করায় কাটা গেল যুবকের কব্জি
",আইন,3.0,0.75,75.0
20171183,"

পাথরঘাটায় প্রবাসীর বাড়ি থেকে স্বর্ণালংকার ও মালামাল চুরি
",আইন,3.0,0.75,75.0
20171137,"

মেয়ের মৃত্যুর সংবাদ শুনে মারা গেলেন মা!
",আইন,3.0,0.75,75.0
20171092,"

ধর্ম অবমাননায় সর্বোচ্চ সাজা মৃত্যুদণ্ডের পক্ষে হাইকোর্ট
",আইন,3.0,0.75,75.0
20171050,"

মিরসরাইয়ে স্কুলছাত্রীকে ধর্ষণের অভিযোগ বখাটে গ্রেফতার
",আইন,3.0,0.75,75.0
20171021,"

জামালপুরে ইউপি চেয়ারম্যান সাময়িক বরখাস্ত
",আইন,3.0,0.75,75.0
20170942,"

বাংলাদেশে আশ্রয় নেয়া বিজিপি সদস্যদের সংখ্যা বেড়ে ১৭৯
",আইন,3.0,0.75,75.0
20170895,"

রমজানে শিক্ষাপ্রতিষ্ঠান খোলা থাকবে : আপিল বিভাগ
",আইন,3.0,0.75,75.0
20170859,"

থেমে থাকা ট্রাকে ধাক্কা, নিহত ৪
",আইন,3.0,0.75,75.0
20170844,"

সালাম মুর্শেদীর বাড়ি নিয়ে হাইকোর্টের রায় দুপুরে
",আইন,3.0,0.75,75.0
20170817,"

ডিএমপির অভিযানে গ্রেফতার ২৩
",আইন,3.0,0.75,75.0
20170813,"

রোজায় স্কুল খোলা থাকবে কি না, জানা যাবে আজ
",আইন,3.0,0.75,75.0
20170803,"

রমজানে গাজায় হামলা চালানোয় ‘আতঙ্কিত’ জাতিসঙ্ঘ প্রধান
",আইন,3.0,0.75,75.0
20170632,"

পবিত্র রমজান মাস শুরু আজ
৬ এপ্রিল শবেকদর
",আইন,3.0,0.75,75.0
20170592,"

সুপ্রিম কোর্ট বার নির্বাচনে মারামারি, তিন সহকারী অ্যাটর্নি জেনারেলকে অব্যাহতি
",আইন,3.0,0.75,75.0
20170517,"

কক্সবাজারে এডি আর্টিলারি গান ফায়ারিং পরিদর্শনে সেনাবাহিনী প্রধান
",আইন,3.0,0.75,75.0
20170445,"

 ওয়াইফাইয়ের নাম পরিবর্তনে
",আইন,3.0,0.75,75.0
20051941,হোটেল-রেস্তোরাঁয় যেভাবে অভিযান চালানোর নির্দেশ হাইকোর্টের,আইন,3.0,0.75,75.0
20170388,"

বেইলি রোডে নিহত সাংবাদিকের লাশ বুঝে পেলেন বাবা
",আইন,3.0,0.75,75.0
20044730,কলম উপহারের নামে ভয়ঙ্কর মাইন্ড কন্ট্রোল ড্রাগের প্রয়োগ,আইন,3.0,0.75,75.0
20044732,চোরাই মোবাইল বিক্রির টাকা নিয়ে দ্বন্দ্বে কবি নজরুলের ছাত্র পিয়াস খুন,আইন,3.0,0.75,75.0
20044691,"মামলায় সাক্ষ্য দেয়ায় মারধর করে চাঁদা দাবি, পুলিশের সহায়তায় উদ্ধার",আইন,3.0,0.75,75.0
20051828,"১০-১৫ দিন স্কুল বন্ধ রাখলে কী এমন ক্ষতি হবে, প্রশ্ন আদালতের",আইন,3.0,0.75,75.0
20051626,ধর্মীয় অবমাননায় সর্বোচ্চ শাস্তির পরামর্শ হাইকোর্টের,আইন,3.0,0.75,75.0
20051624,রিমান্ড শেষে কারাগারে ৫ আইনজীবী,আইন,3.0,0.75,75.0
20044695,রোজায় খোলা থাকবে শিক্ষাপ্রতিষ্ঠান,আইন,3.0,0.75,75.0
20044731,ঢাকা ওয়াসার মিরপুর জোন ও ব্যাংকে দুদকের অভিযান,আইন,3.0,0.75,75.0
20044704,তারাকান্দায় মাইক্রোবাস মোটরসাইকেল মুখোমুখি সংঘর্ষে নিহত ২,আইন,3.0,0.75,75.0
20044687,দ্রব্যমূল্যের ঊর্ধ্বগতি প্রতিরোধে মাঠ পর্যায়ে নির্দেশ,আইন,3.0,0.75,75.0
20051323,বাল্যবিয়ে প্রতিরোধে উঠান বৈঠক,আইন,3.0,0.75,75.0
20044716,রমজানে স্কুল খোলা থাকবে কিনা জানা যাবে আজ,আইন,3.0,0.75,75.0
20044721,আইনশৃঙ্খলা কমিটির সভায় ক্ষোভ,আইন,3.0,0.75,75.0
20044768,ভারতে কথিত ৮ বাংলাদেশি গ্রেপ্তার,আইন,3.0,0.75,75.0
20044713,সিরাজগঞ্জে ৫০ লাখ টাকার হেরোইনসহ বাবা ও ছেলে আটক,আইন,3.0,0.75,75.0
20051878,"ইয়েমেনে যুক্তরাষ্ট্র-যুক্তরাজ্যের বিমান হামলা, নিহত ১১",আইন,3.0,0.75,75.0
20044765,ডিএমপি ব্যাডমিন্টন টুর্নামেন্টে চ্যাম্পিয়ন ডিআইজি হারুন- এডিসি নাজমুল,আইন,3.0,0.75,75.0
20051936,"রোজায় স্কুল খোলা নাকি বন্ধ, আদালতের দিকে তাকিয়ে অভিভাবক-শিক্ষকরা",আইন,3.0,0.75,75.0
20044761,দক্ষিণ আফ্রিকায় গুলিতে বাংলাদেশি নিহত,আইন,3.0,0.75,75.0
20051935,"রমজানে স্কুল খোলা থাকবে কি না, জানা যাবে আজ",আইন,3.0,0.75,75.0
20044728,"খুলনায় ধর্ষণ মামলার আসামি চেয়ারম্যান প্রকাশ্যে, হুমকির মুখে বাদী",আইন,3.0,0.75,75.0
20044760,কালিহাতীতে অজ্ঞাত লাশ উদ্ধার,আইন,3.0,0.75,75.0
20051937,রমজানে প্রথম ১০ দিন প্রাথমিক ১৫ দিন মাধ্যমিক স্কুল খোলা,আইন,3.0,0.75,75.0
20044756,ছেলের বিরুদ্ধে মামলা করে ঘরছাড়া বাবা-মা,আইন,3.0,0.75,75.0
20044755,ভোরে ঢাকায় আসা যাত্রীদের সব লুটে নেয় তারা,আইন,3.0,0.75,75.0
20044745,মেডিকেল শিক্ষার্থীকে গুলি করা সেই শিক্ষক পাঁচ দিনের রিমান্ডে,আইন,3.0,0.75,75.0
20170451,"

মাঝ আকাশে পাইলটের ঘুম
",বিজ্ঞান,4.0,0.625,62.5
20171135,"

অ্যাপ-কর্মীদের অধিকার রক্ষায় সম্মত ইইউ
",বিজ্ঞান,4.0,0.625,62.5
20171168,"

ভারত মহাসাগরে জলদস্যুদের কবলে বাংলাদেশী জাহাজ
",বিজ্ঞান,4.0,0.625,62.5
20051622,ঘরের ভেতর সিসি ক্যামেরা নিষিদ্ধ করল এয়ারবিএনবি,বিজ্ঞান,4.0,0.625,62.5
20051616,"পৃথিবীর প্রথম ত্রিমাত্রিক ছবি তুলে পাঠাল ইসরোর INSAT-3DS, ঠিক যেন লাল-নীল-সবুজের মেলা",বিজ্ঞান,4.0,0.625,62.5
20170985,"

পাকিস্তানের একটি দোকানে পার্সোনাল কম্পিউটারের প্রথম ভাইরাস ব্রেইনের জন্ম হয়েছিল যেভাবে
",বিজ্ঞান,4.0,0.625,62.5
20171052,"

ইউক্রেনে রাশিয়ার অগ্রযাত্রা থেমে গেছে : জেলেনস্কি
",বিজ্ঞান,4.0,0.625,62.5
20170742,"

ছবি তুলেই যেকোনো অঙ্কের সমাধান গুগলের অ্যাপে!
",বিজ্ঞান,4.0,0.625,62.5
20170764,"

মার্ভ প্রযুক্তি-নির্ভর অগ্নি-৫ মিসাইলের সফল পরীক্ষা ভারতের
",বিজ্ঞান,4.0,0.625,62.5
20170811,"

ইউক্রেন নিয়ে পোপের মন্তব্যের সমালোচনায় জার্মানি
",বিজ্ঞান,4.0,0.625,62.5
20171519,"

ইসরাইলি বাহিনীকে হামাসের অতর্কিত হামলা
",বিজ্ঞান,4.0,0.625,62.5
20051325,ঈদ উপলক্ষে দারাজ নিয়ে এলো গ্র্যান্ড ঈদ ফেস্টিভ্যাল ২০২৪,বিজ্ঞান,4.0,0.625,62.5
20051875,রমজান মাসে হাজারো পণ্যের দাম কমেছে আরব আমিরাতে,বিজ্ঞান,4.0,0.625,62.5
20051317,৫ম বছরে পদার্পন করল ব্যাকস্পেস,বিজ্ঞান,4.0,0.625,62.5
20170907,"

সারাদেশে বাড়তে পারে দিন ও রাতের তাপমাত্রা
",বিজ্ঞান,4.0,0.625,62.5
20044770,"ফেসবুককে ‘জনগণের শত্রু’ বললেন ট্রাম্প, ডুবলো মেটার স্টক",বিজ্ঞান,4.0,0.625,62.5
20044701,খোশ আমদেদ মাহে রমজান,বিজ্ঞান,4.0,0.625,62.5
20170714,"

জিনজিয়াং সফরে সর্বোচ্চ সতর্কতামূলক পরামর্শ জারির আহ্বান মার্কিন প্যানেলের
",বিজ্ঞান,4.0,0.625,62.5
20051939,দেশের অর্ধেক জেলায় হতে পারে বজ্রসহ বৃষ্টি,বিজ্ঞান,4.0,0.625,62.5
20170539,"

মানহীন মেশিনে অচল এআইএসের আধুনিক প্রেস
	কোটি কোটি টাকা লোপাটের অভিযোগ
",বিজ্ঞান,4.0,0.625,62.5
20173637,"

দোয়ারাবাজারে গরুর খামারে আগুন
",বিজ্ঞান,4.0,0.625,62.5
20051880,অগ্নি-৫ ক্ষেপণাস্ত্রের সফল পরীক্ষা চালাল ভারত,বিজ্ঞান,4.0,0.625,62.5
20222857,"

পাসপোর্ট ছাড়াই যাওয়া যাবে সৌদি আরবে
",বিজ্ঞান,4.0,0.625,62.5
20044689,সরাইলে কাভার্ড ভ্যানের ধাক্কায় যুবক নিহত,বিজ্ঞান,4.0,0.625,62.5
20044684,সাশ্রয়ী মূল্যে সেচ পেয়ে খুশি ২২১ কৃষক,বিজ্ঞান,4.0,0.625,62.5
20168478,"

ইন্দোনেশিয়ায় মাঝ আকাশে ঘুমিয়ে পড়া ২ পাইলট বরখাস্ত
",বিজ্ঞান,4.0,0.625,62.5
20044685,চাষাবাদের আওতায় আসবে ৩ হাজার হেক্টর পতিত জমি,বিজ্ঞান,4.0,0.625,62.5
20168383,"

 ওডেসায় ১৫টি রুশ ড্রোন ভূপাতিত করার দাবি ইউক্রেনের
",বিজ্ঞান,4.0,0.625,62.5
20051886,রাশিয়ার ইলেকট্রনিক ভোটিং সিস্টেমে সাইবার আক্রমণ চালাবে যুক্তরাষ্ট্র!,বিজ্ঞান,4.0,0.625,62.5
20171243,"

২০২৩ সালে চীন প্রায় ৪০ লাখ হেক্টর বনায়ন করেছে
",বিজ্ঞান,4.0,0.625,62.5
20182947,"

হাদিসের কথা
",বিজ্ঞান,4.0,0.625,62.5
20051889,যুক্তরাষ্ট্রের বিরুদ্ধে প্রেসিডেন্ট নির্বাচনে হস্তক্ষেপের অভিযাগ রাশিয়ার,বিজ্ঞান,4.0,0.625,62.5
20051895,"মধ্যপ্রাচ্যে ইরান, রাশিয়া ও চীনের যৌথ মহড়া",বিজ্ঞান,4.0,0.625,62.5
20223813,সিডনি থেকে অকল্যান্ড যাওয়ার পথে মাঝ আকাশে বিমানে বড় বিপত্তি,বিজ্ঞান,4.0,0.625,62.5
